Intent,User_Query,Response,Language,Category,Action_Required,User_Query_Normalized,Keywords
fayoum_hotels,فندق أوبرج الفيوم services,"To book your stay at فندق أوبرج الفيوم, please go to the Fayoum Hotels page and click 'Book Now'.",English,Services,open_fayoum_hotels,فندق اوبرج الفيوم services,"فندق, اوبرج, الفيوم, services"
fayoum_hotels,فندق كوم الدكة services kindly,"To book your stay at فندق كوم الدكة, please go to the Fayoum Hotels page and click 'Book Now'.",English,Services,open_fayoum_hotels,فندق كوم الدكه services kindly,"فندق, كوم, الدكه, services, kindly"
fayoum_hotels,Room in فندق كوم الدكة ASAP,"To book your stay at فندق كوم الدكة, please go to the Fayoum Hotels page and click 'Book Now'.",English,Services,open_fayoum_hotels,Room in فندق كوم الدكه ASAP,"room, فندق, كوم, الدكه, asap"
fayoum_hotels,Book فندق أوبرج الفيوم now,"To book your stay at فندق أوبرج الفيوم, please go to the Fayoum Hotels page and click 'Book Now'.",English,Services,open_fayoum_hotels,Book فندق اوبرج الفيوم now,"book, فندق, اوبرج, الفيوم, now"
fayoum_emergency,مستشفى الفيوم,للطوارئ في الفيوم: الشرطة (122)، الإسعاف (123). يمكنك رؤية أقرب مستشفى من خريطة الطوارئ.,Arabic,Emergency,display_fayoum_emergency,مستشفي الفيوم,"مستشفي, الفيوم"
fayoum_attractions,وادي الريان photos,"You can find all details about وادي الريان, including hours and prices, on the Fayoum Attractions page.",English,Services,open_fayoum_attractions,وادي الريان photos,"وادي, الريان, photos"
fayoum_hotels,بيوم ليك سايد ريزورت rating help,"To book your stay at بيوم ليك سايد ريزورت, please go to the Fayoum Hotels page and click 'Book Now'.",English,Services,open_fayoum_hotels,بيوم ليك سايد ريزورت rating help,"بيوم, ليك, سايد, ريزورت, rating, help"
fayoum_emergency,بلاغ الفيوم الآن,للطوارئ في الفيوم: الشرطة (122)، الإسعاف (123). يمكنك رؤية أقرب مستشفى من خريطة الطوارئ.,Arabic,Emergency,display_fayoum_emergency,بلاغ الفيوم الان,"بلاغ, الفيوم, الان"
fayoum_attractions,عايز أزور قصر قارون,يمكنك معرفة كافة التفاصيل عن قصر قارون والمواعيد والأسعار من صفحة المعالم السياحية بالفيوم.,Arabic,Services,open_fayoum_attractions,عايز ازور قصر قارون,"ازور, قصر, قارون"
fayoum_emergency,بلاغ الفيوم يا فندم,للطوارئ في الفيوم: الشرطة (122)، الإسعاف (123). يمكنك رؤية أقرب مستشفى من خريطة الطوارئ.,Arabic,Emergency,display_fayoum_emergency,بلاغ الفيوم يا فندم,"بلاغ, الفيوم, فندم"
fayoum_emergency,Accident Fayoum now,"For emergencies in Fayoum: Police (122), Ambulance (123). You can find the nearest hospital via the emergency map.",English,Emergency,display_fayoum_emergency,Accident Fayoum now,"accident, fayoum, now"
fayoum_emergency,إسعاف الفيوم يا فندم,للطوارئ في الفيوم: الشرطة (122)، الإسعاف (123). يمكنك رؤية أقرب مستشفى من خريطة الطوارئ.,Arabic,Emergency,display_fayoum_emergency,اسعاف الفيوم يا فندم,"اسعاف, الفيوم, فندم"
fayoum_attractions,رحلة شلالات الفيوم مساعدة,يمكنك معرفة كافة التفاصيل عن شلالات الفيوم والمواعيد والأسعار من صفحة المعالم السياحية بالفيوم.,Arabic,Services,open_fayoum_attractions,رحله شلالات الفيوم مساعده,"رحله, شلالات, الفيوم, مساعده"
fayoum_emergency,Emergency Fayoum now,"For emergencies in Fayoum: Police (122), Ambulance (123). You can find the nearest hospital via the emergency map.",English,Emergency,display_fayoum_emergency,Emergency Fayoum now,"emergency, fayoum, now"
fayoum_hotels,Stay at فندق زاد المسافر kindly,"To book your stay at فندق زاد المسافر, please go to the Fayoum Hotels page and click 'Book Now'.",English,Services,open_fayoum_hotels,Stay at فندق زاد المسافر kindly,"stay, فندق, زاد, المسافر, kindly"
fayoum_hotels,إقامة في فندق أوبرج الفيوم,لحجز إقامتك في فندق أوبرج الفيوم، يرجى الانتقال لصفحة الفنادق بالفيوم واختيار 'احجز الآن'.,Arabic,Services,open_fayoum_hotels,اقامه في فندق اوبرج الفيوم,"اقامه, فندق, اوبرج, الفيوم"
fayoum_attractions,أنشطة مدينة كرانبس الآن,يمكنك معرفة كافة التفاصيل عن مدينة كرانبس والمواعيد والأسعار من صفحة المعالم السياحية بالفيوم.,Arabic,Services,open_fayoum_attractions,انشطه مدينه كرانبس الان,"انشطه, مدينه, كرانبس, الان"
fayoum_emergency,مستشفى الفيوم يا فندم,للطوارئ في الفيوم: الشرطة (122)، الإسعاف (123). يمكنك رؤية أقرب مستشفى من خريطة الطوارئ.,Arabic,Emergency,display_fayoum_emergency,مستشفي الفيوم يا فندم,"مستشفي, الفيوم, فندم"
fayoum_emergency,Emergency Fayoum help,"For emergencies in Fayoum: Police (122), Ambulance (123). You can find the nearest hospital via the emergency map.",English,Emergency,display_fayoum_emergency,Emergency Fayoum help,"emergency, fayoum, help"
fayoum_attractions,Visit وادي الحيتان help,"You can find all details about وادي الحيتان, including hours and prices, on the Fayoum Attractions page.",English,Services,open_fayoum_attractions,Visit وادي الحيتان help,"visit, وادي, الحيتان, help"
fayoum_emergency,مستشفى الفيوم مساعدة,للطوارئ في الفيوم: الشرطة (122)، الإسعاف (123). يمكنك رؤية أقرب مستشفى من خريطة الطوارئ.,Arabic,Emergency,display_fayoum_emergency,مستشفي الفيوم مساعده,"مستشفي, الفيوم, مساعده"
fayoum_emergency,طوارئ الفيوم مساعدة,للطوارئ في الفيوم: الشرطة (122)، الإسعاف (123). يمكنك رؤية أقرب مستشفى من خريطة الطوارئ.,Arabic,Emergency,display_fayoum_emergency,طوارئ الفيوم مساعده,"طوارئ, الفيوم, مساعده"
fayoum_emergency,نجدة الفيوم مساعدة,للطوارئ في الفيوم: الشرطة (122)، الإسعاف (123). يمكنك رؤية أقرب مستشفى من خريطة الطوارئ.,Arabic,Emergency,display_fayoum_emergency,نجده الفيوم مساعده,"نجده, الفيوم, مساعده"
fayoum_emergency,دكتور الفيوم من فضلك,للطوارئ في الفيوم: الشرطة (122)، الإسعاف (123). يمكنك رؤية أقرب مستشفى من خريطة الطوارئ.,Arabic,Emergency,display_fayoum_emergency,دكتور الفيوم من فضلك,"دكتور, الفيوم, فضلك"
fayoum_hotels,أسعار فندق كوم الدكة,لحجز إقامتك في فندق كوم الدكة، يرجى الانتقال لصفحة الفنادق بالفيوم واختيار 'احجز الآن'.,Arabic,Services,open_fayoum_hotels,اسعار فندق كوم الدكه,"اسعار, فندق, كوم, الدكه"
fayoum_attractions,أنشطة شلالات الفيوم يا فندم,يمكنك معرفة كافة التفاصيل عن شلالات الفيوم والمواعيد والأسعار من صفحة المعالم السياحية بالفيوم.,Arabic,Services,open_fayoum_attractions,انشطه شلالات الفيوم يا فندم,"انشطه, شلالات, الفيوم, فندم"
fayoum_emergency,Accident Fayoum now,"For emergencies in Fayoum: Police (122), Ambulance (123). You can find the nearest hospital via the emergency map.",English,Emergency,display_fayoum_emergency,Accident Fayoum now,"accident, fayoum, now"
fayoum_hotels,أوضة في فندق أوبرج الفيوم,لحجز إقامتك في فندق أوبرج الفيوم، يرجى الانتقال لصفحة الفنادق بالفيوم واختيار 'احجز الآن'.,Arabic,Services,open_fayoum_hotels,اوضه في فندق اوبرج الفيوم,"اوضه, فندق, اوبرج, الفيوم"
fayoum_emergency,شرطة الفيوم مساعدة,للطوارئ في الفيوم: الشرطة (122)، الإسعاف (123). يمكنك رؤية أقرب مستشفى من خريطة الطوارئ.,Arabic,Emergency,display_fayoum_emergency,شرطه الفيوم مساعده,"شرطه, الفيوم, مساعده"
fayoum_emergency,Accident Fayoum ASAP,"For emergencies in Fayoum: Police (122), Ambulance (123). You can find the nearest hospital via the emergency map.",English,Emergency,display_fayoum_emergency,Accident Fayoum ASAP,"accident, fayoum, asap"
fayoum_attractions,بحيرة قارون photos,"You can find all details about بحيرة قارون, including hours and prices, on the Fayoum Attractions page.",English,Services,open_fayoum_attractions,بحيره قارون photos,"بحيره, قارون, photos"
fayoum_attractions,تذكرة قصر قارون,يمكنك معرفة كافة التفاصيل عن قصر قارون والمواعيد والأسعار من صفحة المعالم السياحية بالفيوم.,Arabic,Services,open_fayoum_attractions,تذكره قصر قارون,"تذكره, قصر, قارون"
fayoum_hotels,أوضة في بيوم ليك سايد ريزورت لو سمحت,لحجز إقامتك في بيوم ليك سايد ريزورت، يرجى الانتقال لصفحة الفنادق بالفيوم واختيار 'احجز الآن'.,Arabic,Services,open_fayoum_hotels,اوضه في بيوم ليك سايد ريزورت لو سمحت,"اوضه, بيوم, ليك, سايد, ريزورت, سمحت"
fayoum_emergency,Pharmacy Fayoum ASAP,"For emergencies in Fayoum: Police (122), Ambulance (123). You can find the nearest hospital via the emergency map.",English,Emergency,display_fayoum_emergency,Pharmacy Fayoum ASAP,"pharmacy, fayoum, asap"
fayoum_attractions,شلالات الفيوم location please,"You can find all details about شلالات الفيوم, including hours and prices, on the Fayoum Attractions page.",English,Services,open_fayoum_attractions,شلالات الفيوم location please,"شلالات, الفيوم, location"
fayoum_emergency,Fayoum emergency,"For emergencies in Fayoum: Police (122), Ambulance (123). You can find the nearest hospital via the emergency map.",English,Emergency,display_fayoum_emergency,Fayoum emergency,"fayoum, emergency"
fayoum_emergency,Fayoum ambulance,"For emergencies in Fayoum: Police (122), Ambulance (123). You can find the nearest hospital via the emergency map.",English,Emergency,display_fayoum_emergency,Fayoum ambulance,"fayoum, ambulance"
